"id_usuario","nombre_platillo","presentacion_platillo","tamaño_platillo","precio_platillo","categoria","cantidad","fecha_venta"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","2","2023-10-20 09:13:34"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","2","2024-05-18 09:13:34"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","1","2024-01-15 09:13:34"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","2","2024-03-14 09:13:34"
"esbjKHM1PbYx355iX21SzMd3DQE2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","3","2024-01-24 09:13:34"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","3","2023-09-06 09:13:34"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","9","2024-04-16 09:13:34"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","4","2024-06-25 09:13:34"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Salmón agridulce","Unica","ninguno","257.00","Especialidades","9","2023-10-25 09:13:34"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Salmón agridulce","Unica","ninguno","257.00","Especialidades","3","2023-09-28 09:13:34"
"esbjKHM1PbYx355iX21SzMd3DQE2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","1","2023-10-22 09:13:34"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","7","2024-05-13 09:13:34"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","1","2024-02-20 09:13:34"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","3","2024-03-29 09:13:34"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","3","2023-10-21 09:13:34"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","5","2023-10-21 09:13:34"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","9","2024-03-06 09:13:34"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","1","2024-06-30 09:13:34"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","8","2024-07-11 09:13:34"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","5","2024-01-31 09:13:34"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","3","2023-11-12 09:13:34"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","8","2023-08-06 09:13:34"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Salmón agridulce","Unica","ninguno","257.00","Especialidades","6","2024-07-02 09:13:34"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","7","2024-02-04 09:13:34"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Salmón agridulce","Unica","ninguno","257.00","Especialidades","1","2023-08-02 09:13:34"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","6","2024-02-29 09:13:34"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","8","2024-06-02 09:13:34"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","7","2024-04-07 09:13:34"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","5","2024-07-03 09:13:34"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","2","2024-03-19 09:13:34"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","10","2024-06-13 09:13:34"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","6","2024-07-08 09:13:34"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","4","2023-10-06 09:13:34"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","10","2024-04-25 09:13:34"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Salmón agridulce","Unica","ninguno","257.00","Especialidades","9","2024-05-08 09:13:34"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","7","2024-07-19 09:13:34"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","1","2024-06-08 09:13:34"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","3","2023-12-19 09:13:34"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Salmón agridulce","Unica","ninguno","257.00","Especialidades","8","2024-01-26 09:13:34"
"esbjKHM1PbYx355iX21SzMd3DQE2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","4","2023-09-14 09:13:34"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Salmón agridulce","Unica","ninguno","257.00","Especialidades","7","2023-12-15 09:13:34"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","3","2023-08-24 09:13:34"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","7","2024-03-23 09:13:34"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","9","2023-10-18 09:13:34"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","1","2024-05-23 09:13:34"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","4","2023-08-24 09:13:34"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","5","2024-04-03 09:13:34"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","9","2024-04-18 09:13:34"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","1","2023-11-12 09:13:34"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","8","2024-01-15 09:13:34"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","8","2024-03-03 09:13:34"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","4","2023-12-20 09:13:34"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","9","2024-05-31 09:13:34"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","5","2024-05-26 09:13:34"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","7","2024-01-30 09:13:34"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","1","2023-10-14 09:13:35"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","3","2023-07-31 09:13:35"
"esbjKHM1PbYx355iX21SzMd3DQE2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","9","2024-02-05 09:13:35"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","2","2023-09-04 09:13:35"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","4","2024-03-27 09:13:35"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","10","2024-04-01 09:13:35"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","6","2023-09-06 09:13:35"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","1","2024-05-21 09:13:35"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","6","2023-09-21 09:13:35"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","4","2024-06-23 09:13:35"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","10","2023-09-02 09:13:35"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","7","2024-02-07 09:13:35"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","3","2024-03-30 09:13:35"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","9","2024-03-29 09:13:35"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Salmón agridulce","Unica","ninguno","257.00","Especialidades","8","2023-11-21 09:13:35"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Salmón agridulce","Unica","ninguno","257.00","Especialidades","7","2023-09-08 09:13:35"
"esbjKHM1PbYx355iX21SzMd3DQE2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","7","2023-09-10 09:13:32"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2023-09-18 09:13:32"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2024-03-16 09:13:32"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2024-06-04 09:13:32"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2023-10-28 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2023-08-19 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","5","2024-04-20 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2024-04-20 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","9","2023-10-12 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2024-07-14 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2024-03-26 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","10","2024-02-01 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2024-07-16 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2023-11-26 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2024-06-11 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","7","2024-05-02 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","10","2024-07-24 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","5","2024-01-28 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2024-02-03 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2023-11-15 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","3","2024-04-17 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2023-12-09 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2023-09-27 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","2","2023-11-25 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","2","2023-11-25 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","10","2023-10-13 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","5","2024-01-13 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","2","2023-07-29 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2024-06-07 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","7","2024-01-06 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2023-07-30 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2024-03-16 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","7","2023-11-08 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2024-03-16 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","3","2024-05-20 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2024-01-22 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","7","2023-08-10 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2023-10-20 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2023-11-13 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2024-02-09 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2023-11-11 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","9","2023-08-17 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2023-12-13 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2024-06-18 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2023-11-18 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2023-11-16 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","3","2023-10-22 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","2","2024-07-12 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2024-07-12 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","10","2024-03-25 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2024-07-24 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2023-08-15 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","5","2023-12-07 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","3","2024-02-07 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","3","2024-03-12 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2024-06-30 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2024-03-26 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","9","2024-03-18 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","2","2024-01-28 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2024-02-26 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","2","2023-11-15 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2023-11-07 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","5","2023-09-28 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2024-02-09 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","7","2024-06-10 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2023-09-27 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","9","2024-03-02 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","2","2023-08-08 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","2","2023-12-30 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2023-12-01 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","10","2024-07-13 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2023-07-29 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","3","2024-04-22 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2023-10-18 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","5","2024-06-09 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","5","2023-12-27 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","9","2024-06-14 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","10","2023-12-16 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","9","2024-06-21 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2024-01-01 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","3","2023-08-03 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","9","2024-06-30 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","10","2023-09-24 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","9","2024-03-02 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2023-11-16 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2024-05-23 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","9","2023-08-01 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","10","2023-07-27 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2023-11-30 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2024-06-14 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","10","2023-08-19 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2023-09-22 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","10","2023-09-22 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2024-05-25 09:13:33"
"ZcQ2J0IPWLYmXIZ2b4YZAhGqDth2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","10","2024-05-17 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","7","2024-02-16 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","7","2023-12-13 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","7","2023-09-26 09:13:33"
"esbjKHM1PbYx355iX21SzMd3DQE2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","3","2024-06-28 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","4","2023-09-21 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","9","2023-09-07 09:13:33"
"oexNbbwZZEfwr1lj9aU1WeG7JwT2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2024-02-12 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","1","2023-10-28 09:13:33"
"yhyg4yML4wPahF8XN5CQCTBErbl1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2024-03-17 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","3","2024-07-23 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","5","2023-10-30 09:13:33"
"pW8R5fMO0yQq6xtPcGwdJzhQPOn2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2024-03-04 09:13:33"
"Sw4KWBZ0V3bUWSxLAGu6rwOxOPO2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","5","2023-08-02 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","7","2023-11-10 09:13:33"
"whMfSrATLkNVyWZCG8UrnMeD3eG2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","3","2023-12-08 09:13:33"
"mZvDqt0BFLRaGAQsgJpq9v0oqIW2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2024-05-11 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","6","2024-04-09 09:13:33"
"mdy15mzNcedWyISNGn8jGaPSELZ2","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","5","2024-01-12 09:13:33"
"XVs3kZQEZxQkpJ8FJqWlV47RaIE3","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2023-11-15 09:13:33"
"QRc0CHr3rrQuBgGPvijPxGU2qfy1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2023-12-14 09:13:33"
"yVnqVT1tphNdVeX1KtAXZiiD54n1","Molcajete de arrachera","Unica","ninguno","239.00","Parrilla","8","2023-08-21 09:13:33"
